Key,Type,Desc,English (United Kingdom) [en]
effector_info_AteHumanFleshCooked,Text,,"Even though it was cooked, I can tell it's human flesh. <style=AltColor>Tip: Forbid meals made with human meat in the manage panel or find alternative food sources.</style>"
effector_info_AteHumanFleshCookedCanibal,Text,,"Each tasty morsel of this forbidden Eucharist helps me transcend mortality."
effector_info_AteInGreatHall,Text,,"Nothing beats a good meal and a rousing tale among friends and neighbours in the great hall. Life is sweet!"
effector_info_AteLavishMeal,Text,,"This meal was fantastic, fit for a king!"
effector_info_AteLavishMealNegativePerkEffector,Text,,"I would have preferred a simple, modest meal. Rich food does not agree with me."
effector_info_AteRawMeal,Text,,"Raw food will have to do, if there is nothing else. <style=AltColor>Tip: cooked meals are more nutritious and some give positive mood modifiers</style>"
effector_info_AteRawMealNegativePerkEffector,Text,,"Eating simple, raw food is best for the body, and for the soul. I feel healthy and righteous."
effector_info_AteRawMeat,Text,,"I ate raw meat, like an animal! <style=AltColor>Tip: Roasted meat is much better for the stomach and also won’t negatively affect mood.</style>"
effector_info_AteSittingDown,Text,,"Better than eating while standing."
effector_info_AteSweet,Text,,"When my craving for the sweeter things in life is satisfied, then so am I."
effector_info_AteWell,Text,,"A decent meal, my hunger is assuaged."
effector_info_AteWellNegativePerkEffector,Text,,"I would have preferred a simple, modest meal. Excessive food does not agree with me."
effector_info_BadDream01,Text,,"I had one of those dreams where your teeth fall out, and you spend ages looking for them. Then you realise you are at the market, stark naked. "
effector_info_BadDream02,Text,,"Paralysed as the water rose about me, I knew I was going to drown, in the dark. Something squatted on my chest, laughing. I woke gasping for breath..."
effector_info_BadDreamFood,Text,,"I was at an exotic banquet. The food came alive, writhing, scrabbling, and slithering about. I gagged, raising a spoonful to my mouth...then I awoke!"
effector_info_BadDreamSpoiled,Text,,"I was forced to sleep on a bed of nails at the bottom of a well, then put in the stocks and pelted with filth by peasants! Ugh! What a nightmare!"
effector_info_BanishedVillager,Text,,"There are too few of us already in this world. Banishing someone feels like a betrayal."
effector_info_BanishedVillagerFriend,Text,,"As if life isn't hard enough already. Now I've lost a friend as well."
effector_info_BanishedVillagerRival,Text,,"Good Riddance! I hope thay get captured by bandits!"
effector_info_BeingAroundHumanLeather,Text,,"Being around human leather makes my skin crawl. I can't pretend I like it."
effector_info_BeingAroundHumanLeatherItems,Text,,"It's surely sacriledge to use human body parts. Are these things haunted?"
effector_info_ButcheredHuman,Text,,"It's an image I can't get out of my head. A person laid out, dead. The glint of the butchering knife. I feel horror and revulsion."
effector_info_ChainedUp,Text,,"Get these chains off me!"
effector_info_Chilly,Text,,"Feeling a bit chilly. I might need warmer clothes... <style=AltColor>Tip: Tailor some clothes suitable for this season.</style>"
effector_info_ChillyPositivePerkEffector,Text,,"When it's cool and frosty, I feel a spring in my step and my senses come alive. It energizes me."
effector_info_Cold,Text,,"It's getting pretty cold now. My teeth are chattering. <style=AltColor>Tip: Tailor some clothes suitable for this season.</style>"
effector_info_ColdPositivePerkEffector,Text,,"When it's cool and frosty, I feel a spring in my step and my senses come alive. It energizes me.\n"
effector_info_CookedHumanMeat,Text,,"The odd thing was that it tasted like other meat. But recalling the horrible roasting smell makes me retch. It's sickening."
effector_info_DidJobWithPassion,Text,,"Nothing beats the satisfaction of a job well done. <style=AltColor>Tip: if your settlers are feeling down, try and give them jobs that they are passionate about. This will boost their mood.</style>"
effector_info_DrankNiceDrink,Text,,"Not the finest of ales, I'll grant you. But it goes down well enough."
effector_info_DrankVeryNiceDrink,Text,,"Ah, that beer really hits the spot. Lovely!"
effector_info_DrankVeryNiceWine,Text,,"Mmm, this wine is like bottled poetry."
effector_info_DungProximity,Text,,"A foetid whisper of decay rises, assaulting the nostrils"
effector_info_EntertainmentDeprived,Text,,"It's just one tough, dreary thing after another, isn't it? I'd even be cheered to watch mummers or an execution, I'm that fed up. <style=AltColor>Tip: Give your settlers some pastimes like a backgammon table and schedule some leisure hours for entertainment.</style>"
effector_info_EntertainmentFull,Text,,"I'm feeling grand! No need for entertainment at the minute."
effector_info_EntertainmentNeed,Text,,"I'm pretty bored, truth be told. We could do with a little fun around here."
effector_info_EventExecutionGallowsNegative,Text,,"The execution was a travesty of justice. I repent of my decision to watch it"
effector_info_EventExecutionGallowsNeutral,Text,,"I suppose justice was served? Rather them than me..."
effector_info_EventExecutionGallowsPositive,Text,,"Who doesn't love a good hanging? They deserved what was coming to them."
effector_info_EventFeastNonParticipant,Text,,"So, I wasn't important enough to be invited. Who cares? I'll make my own feast, with backgammon and harlots!"
effector_info_EventOutcomeBad,Text,,"I can't say I enjoyed that. The whole event was pretty uninspiring, if I'm honest."
effector_info_EventOutcomeDecent,Text,,"That was an acceptable way to pass some time, all things considered."
effector_info_EventOutcomeGood,Text,,"I think everyone had a pretty good experience. I'm looking forward to the next one already."
effector_info_EventOutcomeTerrible,Text,,"Shamefully chaotic event. I yearned for death, quite literally, to end my suffering faster. Never again."
effector_info_EventOutcomeUnforgettable,Text,,"I've never been to an event like it. You had to be there - I was awestruck that anything could be so beautiful."
effector_info_EventOutcomeVeryBad,Text,,"I regret going to that - there are several hours of my life that I'd like back. What a letdown."
effector_info_EventOutcomeVeryGood,Text,,"What a captivating event! I'll be thinking about it for days to come. I'm so glad I went."
effector_info_EventRitualNonParticipant,Text,,"Maybe they just forgot to invite me"
effector_info_EventRitualOutcomeChris,Text,,"I appreciate the veneration of all God's creation, but the animal sacrifices and divination were a bit much."
effector_info_EventSermonNonParticipant,Text,,"Maybe they just forgot to invite me"
effector_info_EventSermonOutcomePagan,Text,,"Curious. A lot of chanting in latin. I suppose the bread and wine stand in for an actual sacrifice, then?"
effector_info_ExecutedPrisoner,Text,,"Mercy upon that poor prisoner's soul! There, but for the grace of my gaolers, go I..."
effector_info_ExecutedPrisonerSameFaction,Text,,"Mercy upon that poor prisoner's soul! There, but for the grace of my gaolers, go I..."
effector_info_ExtremeNeedSleep,Text,,"I'm so dog tired, I can barely stand up. <style=AltColor>Tip: Give this settler more sleep hours in the daily schedule.</style>"
effector_info_ExtremeNeedSleepConLoss,Text,,"I'm so dog tired, I can barely stand up. <style=AltColor>Tip: Give this settler more sleep hours in the daily schedule.</style>"
effector_info_FaithDeprived,Text,,"I fear I am losing faith, faltering in my devotion. I must pray! I must atone! <style=AltColor>Tip: Construct shrines, temples and chapels and give your settlers sufficient leisure hours to fulfil their religious needs.</style>"
effector_info_FaithFull,Text,,"I am content, my soul is at peace. I have no need for prayer at this time."
effector_info_FaithNeed,Text,,"I feel conflicted and disconnected. Some time in quiet contemplation and prayer would help."
effector_info_FineClothing,Text,,"Comfortable and stylish. No harm in looking fabulous, even if the world has ended..."
effector_info_Freezing,Text,,"I'm frozen to my bones! <style=AltColor>Tip: Tailor some clothes suitable for this season.</style>"
effector_info_GoalPreference,Text,,"(<goal_names>) <style=AltColor>Tip: if your settlers are feeling down, try and give them jobs that they are passionate about. This will boost their mood.</style>"
effector_info_GoodDream01,Text,,"I dreamed that I was comforted by a dear friend, and woke feeling safe and rested. Today is off to a great start!"
effector_info_GoodDream02,Text,,"My dream was so glorious I didn't want to wake up...how I soared around paradise! Let me hold onto that feeling."
effector_info_GoodDreamAscetic,Text,,"I dreamed of a solitary cliffside hermitage, where I sat for many hours on the cold floor, staring out at the crashing Atlantic waves. I woke refreshed."
effector_info_GoodDreamCanibal,Text,,"I was chewing this delicious, roasted arm, then I realised it was mine, and it was still attached! But I couldn't stop, I was ravenous..."
effector_info_GoodDreamFood,Text,,"The most sumptuous, succulent banquet was laid before me in my dream last night. I could eat forever, my appetite was infinite!"
effector_info_GoodDreamSpoiled,Text,,"I bathed in asses milk and rose petals. Rising from the steaming vessel, handmaidens clothed me in silk and fed me sweetmeats. Alas, just a dream..."
effector_info_GoodDreambloodlust,Text,,"I dreamed of a glorious battle, where we spilled a river of blood and fought until the sun rose upon our victory. I was brutal, and heroic!"
effector_info_Hot,Text,,"Feeling lightheaded, it might be sunstroke... <style=AltColor>Tip: Tailor some clothes suitable for this season.</style>"
effector_info_HotPositivePerkEffector,Text,,"I just love the heat, I could bask in it all day. Give me a chance to be out in the summertime and I'm in my element."
effector_info_Hungry,Text,,"Pretty hungry now, I should eat something soon."
effector_info_InChapelMoodMinus,Text,,"In this place, all believers look to the future, without care for the past, or for the Earth. The deep roots tended by our ancestors are left to wither. It saddens me to behold it."
effector_info_InChapelMoodPlus,Text,,"The hope of restitution guides my path. By my faith, by our prayers, I am renewed and uplifted by the Creator. Wholeness and purity await the faithful. Praise be!"
effector_info_InPaganChapelMoodPlus,Text,,"I feel a deep connection to the elements of the natural world here. My ancestors and all beings share the blessings of their wisdom freely. Within, I can find peace."
effector_info_InebriatedAttackStrenghtPerkEffector,Text,,"Liquid courage is flowing through my veins! I could kill a lion with my bare hands, I could take on an army...don't try to stop me!"
effector_info_InebriatedHigh,Text,,"C'mon, let's have another round. Yes, I really can drink you all under the table, and I'll prove it!"
effector_info_InebriatedLow,Text,,"It's nice to relax and have a couple of drinks for a change."
effector_info_InebriatedMed,Text,,"Hey, friends, look at me! I'd like to see those raiders try and come at me now!"
effector_info_InebriatedVeryHigh,Text,,"Drunk? Pshhht. No, I did NOT soil myself! Please don't put me in the stocks again to sober up. Take me home, or let me sleep here on the floor... I'll stop crying."
effector_info_InebriatedWorkHighPerkEffector,Text,,"The work just flies by when I'm drunk. I barely notice how hard it is."
effector_info_InebriatedWorkLowPerkEffector,Text,,"A little drink keeps me going through the day."
effector_info_InebriatedWorkMedPerkEffector,Text,,"I'm pretty sure the more I drink, the better I work."
effector_info_InebriatedWorkVeryHighPerkEffector,Text,,"Just leave it to me! I can do it all! Just keep the drinks coming and I'll race like the wind!"
effector_info_JealousBedroom,Text,,"Why does <other_name> have a better room than me? What makes them so special?"
effector_info_KilledBloodlustMood,Text,,"I finished them, good riddance! Nobody's going to want to mess with me now, are they?"
effector_info_KilledPacifistMood,Text,,"I want to wash the blood away. I can't believe I did that...I...feel sick. What have I become?"
effector_info_MadeSomethigOutOfHumanLeather,Text,,"It turns out that human skin is surprisingly supple and easy to work with. I wish I didn't know that."
effector_info_MidAgeEffector01,Text,,"I may be older and wiser - others look to me for leadership. But honestly? Everything aches, and I'm not as nimble as I used to be."
effector_info_MoodMinusRunawayEvent,Text,,"There are too few of us already in this world. Not helping someone in need feels like betrayal."
effector_info_MoodMinusShakedownBloodlust,Text,,"Why didn't we refuse and smash their skulls instead of giving them our valuable resources!"
effector_info_MoodPlusRunawayEvent,Text,,"It's good that we are helping people in need."
effector_info_NeedSleep,Text,,"Can't wait to find a place to lay my head. <style=AltColor>Tip: Give this settler more sleep hours in the daily schedule.</style>"
effector_info_NewVillagerInitialOptimisam,Text,,"A new beginning. Nobody from my past life is here to tell me what I can or can't become..."
effector_info_NightOwlPerkEffector,Text,,"I love the night time, when the stars pierce the dark sky. I wonder if society has it backwards, and we should really sleep in the day?"
effector_info_PrisonerSetFree,Text,,"One of our wretched cellmates is released! Might I perchance harbour dreams of my own freedom?"
effector_info_RaidWonEffector,Text,,"We have defied our enemies — triumph courses through my veins!"
effector_info_RoleAssign,Text,,"I am fortunate to be given the <role> role in <village_name>."
effector_info_RoleBardRoomEnter,Text,,"Is anything sweeter than a lute, or more spellbinding than a story? Time flies when this <role> performs. "
effector_info_RolePriestRoomEnter,Text,,"Be inspired to draw nearer to Christ by this <role>. [He/She] truly walks the path of faith with humility and grace."
effector_info_RoleReqLost,Text,,"I lack certain requirements to carry out my duties fully: <list_of_requirements> "
effector_info_RoleRetract,Text,,"I'm disappointed that my role as <role> was taken away."
effector_info_RoleShamanRoomEnter,Text,,"When this <role> enters a grove, the deep magic of the land feels close. [He/She] is attuned to Nature."
effector_info_RoomTooImpressive,Text,,"This room is a bit too luxurious for my taste. I prefer simplicity."
effector_info_SawDeadBody,Text,,"It was horrible, to see the body. It was rigid, just...staring. It didn't feel respectful, seeing them like that. <style=AltColor>Tip: Store dead bodies on stockpiles far away from your settlement, or bury the dead so others can't see the bodies.</style>"
effector_info_SeniorAgeEffector01,Text,,"I know a thing or two, if only they'd listen! And yes, I can still do things for myself. Just need more time, that's all. Respect your elders!"
effector_info_SleptInBedroom,Text,,"Ah, the luxury of a good night's sleep, undisturbed in my own bed! I feel refreshed."
effector_info_SleptInHighQualityBed,Text,,"A nice comfortable bed in these uncomfortable times."
effector_info_SleptInHighestQualityBed,Text,,"A nice comfortable bed in these uncomfortable times."
effector_info_SleptInLowQualityBed,Text,,"Better than the ground, I guess."
effector_info_SleptInMedQualityBed,Text,,"A nice comfortable bed in these uncomfortable times."
effector_info_SleptInSharedBedroom,Text,,"There's something comforting about falling asleep surrounded by friends. I feel safe and cosy."
effector_info_SleptInSharedBedroomPerkEffector,Text,,"I need my space, and I need everything just so. I really can't get a decent night's sleep in a shared room, and then I'm tired and grumpy all day."
effector_info_SleptOnRain,Text,,"I'm soaking wet from sleeping in the rain. <style=AltColor>Tip: construct beds in rooms or in roofed areas.</style>"
